fecha,MEXTRAC,IPC,AC,ALPEKA,ALSEA,AMXB,ASURB,BBAJIOO,BIMBOA,BOLSAA,CEMEXCPO,CHDRAUIB,CUERVO,FEMSAUBD,GAPB,GCARSOA1,GCC,GENTERA,GFINBURO,GFNORTEO,GMEXICOB,GRUMAB,KIMBERA,KOFUBL,LABB,LACOMERUBC,LIVEPOLC1,MEGACPO,OMAB,ORBIA,PINFRA,Q,RA,SIGMAFA,TLEVISACPO,VESTA,VOLARA,WALMEX
2023-04-21,48.47,54175.28,162.88,19.23,46.06,19.32,510.12,60.14,92.22,39.47,10.35,104.7,43.11,171.17,301.0148,103.18,140.0,20.24,40.98,151.12,89.7772,261.91,40.18,150.68,14.83,38.6699,106.86,45.39,176.36,41.0,188.11,117.47,129.9,8.5136,16.7716,57.25,21.16,71.14
2023-04-28,48.44,55121.22,171.75,19.05,48.43,19.39,515.07,59.12,96.5,39.62,10.81,106.3,41.62,174.88,306.5086,102.06,143.0,19.76,43.94,155.82,87.4791,282.34,40.64,148.92,14.93,38.562,110.48,48.92,197.24,41.4,187.11,119.39,131.63,8.3678,17.3794,56.8,21.14,72.47
2023-05-05,48.78,54937.39,178.46,19.89,51.4,18.86,500.38,61.4,98.97,40.71,11.7,103.32,41.95,174.39,301.6093,99.84,144.44,20.15,42.99,153.09,86.0564,284.98,39.68,156.75,15.16,38.6601,107.7,46.21,189.23,41.07,190.56,112.6,133.01,8.3605,16.3537,55.95,20.88,72.45
2023-05-12,48.91,54948.34,176.89,19.25,53.53,19.47,503.79,59.6,96.53,38.05,11.59,102.21,41.95,177.31,306.499,103.17,140.88,19.75,43.05,148.65,81.7884,277.37,39.45,155.84,15.2,38.5718,109.4,46.2,192.52,39.7,179.86,117.42,139.29,8.0981,16.1543,55.82,21.2,74.07
2023-05-19,49.28,54296.05,176.78,19.25,53.0,19.27,504.77,58.99,92.81,37.47,11.5,103.47,43.35,178.22,305.3389,104.41,142.1,19.63,41.72,145.5,79.7987,272.16,38.4,157.47,15.2,39.0722,108.18,45.55,196.31,39.2,174.7,119.29,142.75,8.2512,16.8096,55.87,23.28,72.17
2023-05-26,48.34,54025.45,176.4,18.81,51.62,19.67,508.9,57.41,93.72,36.8,11.09,94.59,41.92,173.57,304.3226,104.96,138.99,19.7,40.79,150.99,81.5895,276.75,36.78,150.0,15.02,38.2284,103.81,42.03,191.47,38.97,172.67,118.69,143.01,8.4334,16.1258,55.07,24.15,68.69
2023-06-02,47.13,53232.71,173.95,17.64,50.99,19.16,492.66,54.02,92.51,37.65,11.13,93.91,40.82,179.69,298.0714,113.08,138.99,18.99,41.35,141.0,81.7188,267.25,36.34,146.6,15.33,38.562,105.0,41.35,184.41,37.21,175.69,118.49,134.12,8.1195,16.1543,57.03,25.0,67.23
2023-06-09,48.63,54512.14,179.0,18.35,55.54,19.34,493.42,55.9,94.15,37.58,12.06,94.82,41.4,185.74,295.5019,115.87,148.99,20.19,44.09,141.0,84.6139,278.96,38.52,153.05,14.63,38.5816,108.87,41.45,187.77,37.76,183.15,118.72,138.98,8.5994,16.4582,57.94,25.41,67.43
2023-06-16,49.3,54842.51,178.99,17.36,58.25,18.79,508.0,55.01,92.14,36.75,12.4,98.48,42.38,189.96,316.6332,118.8,151.71,18.23,43.71,144.51,86.4842,277.0,39.88,150.07,14.17,38.8858,112.0,42.56,190.15,38.43,185.99,118.76,134.08,8.277,17.3414,57.77,25.04,68.18
2023-06-23,47.99,53341.91,178.0,17.01,58.2,18.52,479.31,51.9,91.82,35.7,11.87,98.89,42.1,185.83,294.3706,120.42,143.01,18.22,41.68,137.55,82.7236,269.02,38.93,149.36,14.13,37.3551,106.55,40.5,180.0,36.5,175.05,119.77,122.02,8.2245,16.4012,55.07,23.96,67.64
2023-06-30,47.71,53526.1,175.68,17.01,55.75,18.58,478.49,52.29,91.94,35.58,12.1,97.54,41.94,189.41,295.3485,123.7,145.94,18.31,40.51,140.82,81.878,274.85,38.19,142.94,13.18,36.4033,104.43,39.66,182.0,36.65,171.78,126.62,124.02,7.9396,16.6766,55.56,23.97,67.89
2023-07-07,48.22,53904.29,175.67,16.53,58.11,18.58,487.02,51.8,88.84,34.64,11.53,97.44,41.23,190.62,306.8154,123.19,145.23,18.88,41.26,147.7,82.8728,278.89,38.5,139.96,13.35,38.5031,105.58,40.54,183.85,37.84,171.31,135.38,124.32,7.6997,16.1448,60.42,23.28,68.87
2023-07-14,48.5,53770.8,176.88,17.2,58.65,17.95,481.96,54.88,89.63,35.42,12.27,96.26,39.61,181.33,295.6649,125.9,151.0,18.77,40.86,147.89,85.36,291.05,39.99,141.34,13.63,38.9937,106.63,41.47,186.26,39.04,173.05,134.78,131.52,7.5423,15.2616,58.26,22.65,67.75
2023-07-21,47.89,53702.16,177.0,17.31,55.97,17.52,468.12,55.47,88.72,34.82,12.61,97.02,38.81,184.58,294.2651,128.11,152.68,18.39,42.08,146.3,85.161,292.99,39.63,141.79,13.91,40.0142,104.89,39.7,187.23,38.19,172.51,123.15,130.29,7.6097,15.651,56.89,23.48,68.71
2023-07-28,48.87,54910.93,172.77,17.3,58.97,17.95,473.93,52.97,88.75,35.45,12.82,97.71,42.24,190.04,303.2104,133.0,161.09,20.5,40.98,156.81,86.0465,296.42,39.73,141.47,14.94,39.7297,105.55,42.34,188.58,37.98,175.28,122.11,133.49,7.6247,16.3442,61.0,20.8,70.09
2023-08-04,47.46,53991.42,163.99,17.25,58.42,17.06,467.08,50.99,89.61,35.03,13.09,95.27,45.66,189.47,297.3524,132.49,161.33,21.3,40.18,153.0,84.9024,290.97,38.86,138.8,14.49,39.5432,105.7,42.45,186.31,37.67,171.96,127.85,130.37,7.6472,15.9549,58.43,19.59,69.07
2023-08-11,47.4,53242.16,155.7,17.1,62.73,16.42,466.68,51.94,88.61,35.5,13.23,95.94,46.05,190.08,293.9679,127.93,160.25,22.09,37.28,148.46,82.2759,298.89,39.5,140.35,14.65,39.1802,106.9,43.53,187.68,37.17,169.12,134.11,128.03,7.6397,15.4325,58.92,18.34,67.93
2023-08-18,47.5,53194.39,162.51,17.4,59.11,16.62,457.34,52.0,88.81,34.67,13.3,96.9,47.61,197.7,290.5259,133.94,157.47,21.71,37.0,145.34,81.1816,280.96,38.26,147.84,13.74,37.777,105.47,40.51,187.99,36.94,166.53,126.83,123.61,7.6922,15.0621,60.61,16.85,67.34
2023-08-25,47.39,53191.53,165.28,17.15,59.89,15.85,461.05,53.17,86.85,34.24,13.66,95.37,48.45,195.59,293.9871,137.39,165.05,21.21,36.45,145.15,81.1816,293.02,39.97,146.0,13.51,37.2275,106.36,39.88,185.91,37.6,165.54,132.38,124.93,7.9996,14.008,63.25,15.57,67.9
2023-09-01,47.71,53145.36,164.57,16.51,59.9,16.07,460.68,53.01,84.62,34.25,13.76,94.5,46.49,190.79,291.245,132.01,165.8,21.01,36.89,145.37,82.1864,291.0,38.65,144.72,14.11,36.2758,106.47,40.85,195.46,39.12,165.64,134.59,125.0,8.7043,13.9035,62.96,16.62,67.18
2023-09-08,47.58,52505.11,160.48,16.13,60.34,15.89,446.08,53.12,83.68,33.06,12.7,108.94,46.5,189.45,296.2498,136.73,169.66,20.71,35.86,143.88,82.1764,285.83,38.22,143.24,14.3,36.5701,100.0,41.4,203.62,38.47,164.85,130.95,121.3,8.6144,13.1723,63.89,18.0,66.89
2023-09-15,46.53,51351.6,159.18,15.99,59.86,15.45,442.09,55.32,81.9,34.0,11.67,105.57,44.42,183.63,299.4041,145.0,164.45,20.4,36.01,147.22,80.0574,285.03,37.15,135.83,13.81,35.1277,98.41,40.78,205.5,39.89,157.44,134.45,123.59,8.232,10.6746,61.62,15.41,63.44
2023-09-22,47.0,51677.48,161.45,15.78,64.06,15.17,439.7,57.55,82.44,33.37,11.51,105.88,43.26,187.72,291.9545,137.05,167.65,20.53,35.71,146.31,80.893,304.7,37.41,135.59,14.31,35.6772,94.27,40.7,204.99,39.05,157.04,139.99,127.5,8.4044,10.4846,60.5,13.65,66.85
2023-09-29,46.73,50874.98,158.77,14.93,63.6,15.05,427.05,54.61,83.78,32.63,11.35,102.02,41.62,189.98,274.3323,126.53,164.07,20.45,34.26,146.07,81.9377,297.68,34.7,136.12,13.4,35.8342,91.22,38.5,189.45,36.18,155.27,131.22,124.96,8.5169,10.0383,57.36,11.76,65.78
2023-10-06,43.88,49666.5,157.73,14.69,63.91,15.05,383.29,53.77,82.39,33.25,10.64,102.75,40.28,190.58,230.8905,129.17,163.39,20.69,35.03,144.24,78.8436,286.11,34.62,136.06,13.57,36.1874,90.3,38.66,148.2,35.76,151.49,134.95,128.19,8.5544,9.8863,58.27,12.39,63.8
2023-10-13,44.18,49379.58,150.35,13.74,61.0,15.13,388.2,55.13,78.22,32.55,11.14,104.37,39.53,191.19,232.856,127.06,156.78,21.28,35.7,150.51,76.5256,287.38,32.89,132.66,13.26,35.6674,87.98,38.18,150.35,35.11,157.24,137.46,132.17,8.0971,9.4779,56.79,12.1,59.93
2023-10-20,43.48,48275.91,153.17,14.0,59.73,15.34,381.72,55.07,73.39,29.63,10.94,101.54,40.7,183.19,220.4496,129.21,153.11,18.8,35.11,143.11,74.2175,288.47,33.45,126.73,13.01,34.5881,88.72,35.75,156.02,36.37,148.75,132.15,123.6,8.2845,8.2244,54.92,10.83,59.58
2023-10-27,43.51,48973.85,167.3,10.06,61.97,15.12,380.0,54.81,72.62,28.7,10.78,105.26,31.84,192.99,187.9569,119.74,162.22,19.3,36.24,147.32,75.7098,318.99,33.85,135.98,13.32,35.2357,89.94,34.98,128.36,28.95,147.51,148.05,137.17,8.2695,8.0819,56.64,10.78,66.59
2023-11-03,45.8,51266.73,168.55,12.87,62.68,15.15,397.83,57.77,78.67,29.29,11.68,99.61,33.42,210.93,214.6011,127.89,169.22,20.6,39.16,156.82,74.7049,313.82,35.01,142.16,14.15,35.4613,92.0,34.25,143.27,31.71,162.28,142.62,142.31,8.7643,8.4048,60.59,11.36,66.82
2023-11-10,45.52,51258.24,176.38,13.05,61.0,15.23,385.62,55.64,80.5,30.09,12.28,100.36,31.8,209.72,214.9654,124.6,169.47,19.07,39.06,157.85,73.0634,321.59,34.08,145.76,14.28,36.2758,92.34,34.34,135.77,31.21,163.35,144.84,140.8,8.3819,7.9869,60.94,11.13,67.13
2023-11-17,47.15,52685.1,178.26,12.98,60.37,15.21,397.4,58.62,83.44,30.74,12.07,100.38,29.99,218.19,233.786,136.85,176.57,19.15,41.37,161.22,77.789,325.0,34.19,145.36,14.12,36.2463,94.78,34.92,146.52,33.41,168.81,143.99,148.35,8.7793,7.5786,63.17,11.72,68.3
2023-11-24,47.29,52938.42,173.93,14.1,59.72,15.31,403.81,57.4,85.88,31.05,11.88,101.53,30.0,214.72,239.9893,137.71,182.0,18.74,42.03,163.18,76.8937,334.81,33.94,150.29,14.8,36.0206,96.84,34.89,152.48,33.75,169.0,152.28,149.01,8.8768,8.2338,63.89,12.45,69.62
2023-12-01,48.38,53901.43,174.4,13.01,59.77,15.96,402.92,56.19,87.27,33.66,12.39,100.71,29.22,218.3,251.8588,157.02,172.42,20.69,41.33,159.79,78.9729,317.93,35.22,147.46,14.16,36.1384,101.91,44.06,157.38,38.02,169.74,164.1,146.84,9.3416,10.6841,63.92,13.71,67.33
2023-12-08,48.74,54393.01,181.26,13.12,61.98,15.85,402.15,53.75,87.16,33.49,12.33,102.4,31.5,222.65,245.2337,160.56,180.0,20.17,42.64,166.5,79.6892,321.49,34.82,153.64,13.39,36.8351,102.87,42.36,155.13,36.21,172.26,169.64,151.42,9.649,10.6081,64.29,14.57,66.11
2023-12-15,52.15,57130.08,186.37,13.35,61.22,16.09,506.12,56.63,88.54,34.16,13.48,101.5,32.61,222.99,293.1434,180.93,196.56,22.69,45.38,171.83,87.9566,310.42,37.04,166.5,13.52,37.62,110.12,43.61,179.28,38.9,175.02,169.44,161.82,10.1213,10.8455,67.79,15.99,68.81
2023-12-22,52.1,57313.47,184.54,12.53,64.85,15.72,504.77,57.68,88.66,34.6,13.95,104.0,32.22,222.69,289.1645,181.12,200.5,23.21,45.44,167.45,92.1152,313.28,38.15,161.9,13.51,41.7608,114.27,39.72,176.11,37.72,183.99,171.24,162.15,10.5861,11.007,67.25,16.1,70.7
2023-12-29,52.16,57386.25,184.97,12.68,64.35,15.74,498.99,56.7,85.86,35.11,13.21,102.77,33.25,221.46,285.5691,189.22,201.02,23.67,46.51,171.1,93.896,310.75,38.05,161.23,14.14,42.9775,116.17,37.85,179.59,37.59,183.26,171.91,162.39,10.1888,10.817,67.34,16.0,71.39
2024-01-05,50.26,56192.78,180.95,12.1,62.88,15.4,483.64,58.93,88.34,34.41,13.01,102.4,33.36,213.45,273.3256,182.8,200.49,23.94,46.3,170.47,90.5334,326.17,37.74,152.97,14.34,41.643,112.38,38.19,169.3,34.99,177.94,160.5,161.38,10.2713,10.0288,64.81,14.92,69.54
2024-01-12,49.74,55607.07,181.37,11.98,61.89,15.72,473.94,59.42,85.5,33.67,13.22,101.44,32.02,219.2,257.7744,173.61,190.42,23.33,45.0,165.0,85.5888,311.12,37.41,157.0,14.17,39.2489,113.96,39.35,158.63,35.24,173.94,163.33,155.23,9.9489,8.9651,65.17,14.31,70.98
2024-01-19,49.88,55452.1,183.9,11.36,64.07,15.76,478.78,62.04,84.25,33.0,12.79,102.59,31.31,228.25,255.0227,158.74,188.82,22.47,45.26,167.36,84.5144,305.99,38.54,155.76,13.68,39.396,112.33,41.24,158.06,34.84,172.36,166.39,153.12,9.8814,9.0316,64.3,14.2,68.36
2024-01-26,51.02,56855.88,186.9,11.65,66.77,15.45,502.73,64.55,79.04,34.33,14.14,107.74,33.09,233.85,261.0438,165.55,197.12,22.95,49.02,170.87,87.7477,310.65,38.48,157.47,14.58,39.9161,118.46,46.78,159.61,33.83,169.79,174.71,159.63,10.0838,10.3802,66.33,13.97,70.7
